#lambda_AA	response
         7740.46       0.3933905
        7741.216       0.3935295
        7741.973       0.3936681
        7742.729        0.393808
        7743.486       0.3939469
        7744.234       0.3940841
        7744.991        0.394223
        7745.744        0.394361
          7746.5       0.3944998
        7747.258       0.3946385
         7748.01       0.3947763
        7748.768       0.3949154
        7749.525       0.3950538
        7750.273        0.395201
        7751.031       0.3953683
        7751.789       0.3955366
        7752.546        0.395704
        7753.304       0.3958712
        7754.053       0.3960366
        7754.811       0.3962034
        7755.568       0.3963709
        7756.322       0.3965372
         7757.08       0.3967038
        7757.833       0.3968693
        7758.592       0.3970362
         7759.35       0.3972029
          7760.1       0.3972457
        7760.858       0.3964883
        7761.617       0.3957314
        7762.375       0.3949752
        7763.134       0.3942187
        7763.884       0.3934718
        7764.643       0.3927166
        7765.401       0.3919622
        7766.156        0.391213
        7766.915       0.3904598
        7767.674       0.3897067
        7768.429       0.3889584
        7769.188        0.388207
        7769.938       0.3874638
        7770.698       0.3871495
        7771.457       0.3868738
        7772.216       0.3865981
        7772.976       0.3863219
        7773.736       0.3860461
        7774.487       0.3857734
        7775.247       0.3854974
        7776.002       0.3852234
        7776.762       0.3849476
        7777.522       0.3846721
        7778.278        0.384398
        7779.038       0.3841223
         7779.79       0.3838496
         7780.55       0.3834533
         7781.31        0.383011
         7782.07       0.3825693
        7782.831       0.3821269
        7783.592        0.381684
        7784.344       0.3812465
        7785.104       0.3808044
        7785.861       0.3803647
        7786.622       0.3799231
        7787.383       0.3794811
        7788.139       0.3790419
          7788.9       0.3786004
        7789.662       0.3781586
        7790.414       0.3781942
        7791.176        0.378621
        7791.937       0.3790469
        7792.698        0.379473
         7793.46       0.3798992
        7794.213       0.3803202
        7794.975       0.3807455
        7795.736       0.3811711
        7796.494       0.3815943
        7797.256       0.3820193
        7798.014        0.382442
        7798.775       0.3828667
        7799.538       0.3832912
        7800.292        0.383517
        7801.054       0.3834347
        7801.816       0.3833525
        7802.579       0.3832702
        7803.341       0.3831879
        7804.095       0.3831066
        7804.857       0.3830251
         7805.62       0.3829421
        7806.379         0.38286
        7807.142       0.3827779
        7807.904       0.3826955
        7808.663       0.3826138
        7809.426       0.3825313
        7810.181       0.3824669
        7810.944       0.3824583
        7811.708       0.3824497
        7812.471        0.382441
        7813.234       0.3824323
        7813.998       0.3824233
        7814.753        0.382415
        7815.517       0.3824064
        7816.276       0.3823972
         7817.04       0.3823874
        7817.804        0.382379
        7818.563         0.38237
        7819.328       0.3823605
        7820.092       0.3823653
        7820.847       0.3824753
        7821.611       0.3825866
        7822.376       0.3826979
         7823.14       0.3828088
        7823.905       0.3829194
        7824.661       0.3830299
        7825.425       0.3831408
         7826.19       0.3832509
        7826.951       0.3833612
        7827.715       0.3834712
        7828.476       0.3835808
        7829.241       0.3836909
        7830.006       0.3838004
        7830.763       0.3838484
        7831.528       0.3838967
        7832.293       0.3839447
        7833.059        0.383992
        7833.824       0.3840399
        7834.581       0.3840863
        7835.347       0.3841334
        7836.113       0.3841809
        7836.874       0.3842274
         7837.64       0.3842742
        7838.406       0.3843214
        7839.167       0.3843682
        7839.934       0.3844145
        7840.691       0.3845586
        7841.458       0.3847136
        7842.224       0.3848681
         7842.99       0.3850229
        7843.756       0.3851778
        7844.523       0.3853326
        7845.281       0.3854857
        7846.047       0.3856401
         7846.81       0.3857933
        7847.577       0.3859475
        7848.344       0.3861019
        7849.106        0.386255
        7849.874       0.3864087
        7850.632       0.3863523
        7851.399       0.3862528
        7852.167        0.386153
        7852.934       0.3860537
        7853.701       0.3859545
        7854.469       0.3858544
        7855.228       0.3857554
        7855.995       0.3856562
        7856.758       0.3855565
        7857.526       0.3854565
        7858.294       0.3853566
        7859.058       0.3852569
        7859.826        0.385157
        7860.594       0.3855493
        7861.354       0.3860798
        7862.122       0.3866155
         7862.89       0.3871523
        7863.658       0.3876871
        7864.427       0.3882223
        7865.187       0.3887515
        7865.956       0.3892862
        7866.724       0.3898207
        7867.488       0.3903519
        7868.257       0.3908862
        7869.022        0.391417
        7869.791       0.3919503
         7870.56       0.3918254
         7871.32       0.3914592
         7872.09       0.3910882
        7872.859       0.3907175
        7873.628       0.3903474
        7874.398       0.3899773
        7875.159       0.3896112
        7875.928       0.3892419
        7876.698       0.3888718
        7877.463       0.3885041
        7878.233       0.3881347
        7879.003       0.3877653
        7879.769       0.3873976
        7880.539       0.3872548
          7881.3       0.3872096
         7882.07       0.3871636
         7882.84       0.3871168
        7883.611       0.3870709
        7884.381       0.3870248
        7885.152       0.3869784
        7885.914       0.3869332
        7886.684       0.3868867
        7887.451       0.3868405
        7888.222       0.3867941
        7888.992       0.3867474
        7889.759       0.3867017
         7890.53       0.3867348
        7891.301       0.3868037
        7892.063        0.386872
        7892.835       0.3869412
        7893.606       0.3870104
        7894.377       0.3870796
        7895.149       0.3871487
        7895.912       0.3872159
        7896.684       0.3872846
        7897.455       0.3873535
        7898.223       0.3874218
        7898.994       0.3874898
        7899.762       0.3875577
        7900.534       0.3874922
        7901.306        0.387367
        7902.069       0.3872436
        7902.842       0.3871182
        7903.614        0.386993
        7904.386       0.3868679
        7905.159       0.3867432
        7905.922       0.3866202
        7906.695       0.3864948
        7907.468       0.3863699
        7908.236       0.3862457
        7909.009       0.3861207
        7909.782       0.3859956
        7910.551       0.3861036
        7911.324       0.3863047
        7912.088        0.386503
        7912.861       0.3867034
        7913.634       0.3869042
        7914.408       0.3871048
        7915.181       0.3873049
        7915.955       0.3875045
         7916.72        0.387702
        7917.493       0.3879019
        7918.263       0.3880999
        7919.037       0.3882979
        7919.811       0.3884969
         7920.58       0.3880936
        7921.354       0.3874908
        7922.124       0.3868913
        7922.894       0.3862913
        7923.668        0.385689
        7924.442       0.3850868
        7925.216       0.3844844
        7925.991       0.3838818
        7926.757       0.3832867
        7927.531       0.3826856
        7928.302       0.3820875
        7929.077       0.3814857
        7929.852       0.3808854
        7930.622       0.3806924
        7931.397       0.3805954
        7932.172       0.3804985
        7932.938       0.3804024
        7933.714       0.3803051
        7934.489        0.380208
        7935.265       0.3801111
         7936.04       0.3800142
        7936.807       0.3799175
        7937.583       0.3798207
        7938.358        0.379724
        7939.129       0.3796274
        7939.905       0.3795295
        7940.677       0.3797587
        7941.453       0.3800346
        7942.229       0.3803097
        7942.996       0.3805804
        7943.772       0.3808562
        7944.549       0.3811308
        7945.325       0.3814047
        7946.102       0.3816783
         7946.87       0.3819495
        7947.646       0.3822226
        7948.423       0.3824951
        7949.195       0.3827656
        7949.972       0.3830382
        7950.749       0.3819081
        7951.521       0.3807307
        7952.298       0.3795484
        7953.067       0.3783803
        7953.844       0.3771995
        7954.621       0.3760184
        7955.398        0.374839
        7956.176       0.3736602
        7956.954        0.372482
        7957.722       0.3713184
          7958.5        0.370141
        7959.273       0.3689712
        7960.051       0.3679115
        7960.829        0.368481
        7961.603       0.3690468
        7962.381       0.3696158
        7963.159       0.3701838
        7963.928       0.3707453
        7964.707       0.3713133
        7965.485       0.3718809
        7966.263       0.3724477
        7967.042       0.3730142
        7967.812       0.3735744
         7968.59       0.3741396
        7969.369       0.3747047
        7970.144       0.3751065
        7970.922       0.3748036
        7971.697       0.3745014
        7972.476       0.3741977
        7973.255       0.3738944
        7974.025       0.3735953
        7974.805        0.373292
        7975.584       0.3729887
        7976.363       0.3726858
        7977.143       0.3723834
        7977.914       0.3720841
        7978.693       0.3717809
        7979.473       0.3714784
        7980.248       0.3714401
        7981.028       0.3719624
        7981.808       0.3724843
        7982.583       0.3730035
        7983.364       0.3735261
        7984.135       0.3740427
        7984.916       0.3745651
        7985.696       0.3750871
        7986.476       0.3756091
        7987.256       0.3761311
        7988.037       0.3766537
        7988.809       0.3771703
        7989.589       0.3776915
        7990.366       0.3776534
        7991.147       0.3769877
        7991.928       0.3763219
        7992.704       0.3756596
        7993.485       0.3749933
        7994.258       0.3743347
        7995.039       0.3736687
         7995.82       0.3730043
        7996.602       0.3723383
        7997.383       0.3716722
        7998.165       0.3710074
        7998.938       0.3703498
        7999.719       0.3696843
        8000.497       0.3694582
        8001.278       0.3694789
         8002.06        0.369499
        8002.838       0.3695194
         8003.62       0.3695388
        8004.402       0.3695584
        8005.175       0.3695782
        8005.958       0.3695982
         8006.74       0.3696176
        8007.522       0.3696366
        8008.305       0.3696554
        8009.079       0.3696743
        8009.862       0.3696935
        8010.645       0.3694799
        8011.423       0.3692175
        8012.206       0.3689537
        8012.984       0.3686917
        8013.767       0.3684283
         8014.55       0.3681649
        8015.325       0.3679047
        8016.108       0.3676419
        8016.892       0.3673786
        8017.675       0.3671156
        8018.458       0.3668525
        8019.233       0.3665923
        8020.017       0.3663236
        8020.801       0.3658257
         8021.58       0.3653304
        8022.364       0.3648322
        8023.148       0.3643336
        8023.928       0.3638387
        8024.711       0.3633407
        8025.487       0.3628484
        8026.271       0.3623505
        8027.056       0.3618531
         8027.84       0.3613558
        8028.625       0.3608585
        8029.409       0.3603613
        8030.185       0.3601439
         8030.97        0.360808
         8031.75        0.361467
        8032.535       0.3621306
         8033.32       0.3627936
        8034.101       0.3634527
        8034.886       0.3641143
        8035.671       0.3647758
        8036.447       0.3654297
        8037.233       0.3660909
        8038.018       0.3667505
        8038.804       0.3674106
        8039.589         0.36807
        8040.366        0.368151
        8041.152       0.3675865
        8041.938       0.3670228
        8042.719       0.3664622
        8043.505       0.3658985
        8044.287       0.3653378
        8045.073       0.3647745
        8045.859       0.3642123
        8046.636       0.3636556
        8047.423       0.3630926
        8048.209       0.3625303
        8048.996       0.3619676
        8049.782       0.3614055
         8050.56       0.3614559
        8051.347       0.3617444
        8052.133       0.3620326
        8052.916         0.36232
        8053.703        0.362608
         8054.49       0.3628962
        8055.272       0.3631831
         8056.06       0.3634713
        8056.838       0.3637556
        8057.625       0.3640432
        8058.413       0.3643315
        8059.201       0.3646194
        8059.988       0.3649067
        8060.776       0.3643711
        8061.555       0.3638295
        8062.342       0.3632821
        8063.126       0.3627377
        8063.914       0.3621921
        8064.702        0.361645
        8065.485       0.3611019
        8066.274       0.3605562
        8067.053       0.3600177
        8067.841       0.3594726
         8068.63       0.3589282
        8069.418       0.3583844
        8070.207       0.3579809
        8070.996       0.3579701
        8071.775       0.3579605
        8072.564       0.3579503
        8073.349       0.3579402
        8074.138       0.3579304
        8074.927       0.3579201
        8075.711       0.3579094
          8076.5        0.357899
         8077.29       0.3578885
         8078.07       0.3578779
         8078.86       0.3578682
        8079.649       0.3578575
        8080.438       0.3579836
        8081.229       0.3582195
        8082.009       0.3584521
        8082.799       0.3586879
        8083.589       0.3589235
        8084.375       0.3591574
        8085.165       0.3593924
         8085.95       0.3596256
         8086.74       0.3598607
        8087.531       0.3600952
        8088.316       0.3603281
        8089.107       0.3605629
        8089.893       0.3607961
        8090.684       0.3602504
        8091.474       0.3595835
        8092.256       0.3589248
        8093.047       0.3582588
        8093.837       0.3575938
        8094.624       0.3569328
        8095.415        0.356268
        8096.206       0.3556035
        8096.993       0.3549441
        8097.784       0.3542807
        8098.571       0.3536213
        8099.358        0.352963
        8100.149       0.3525128
        8100.941       0.3529738
        8101.733       0.3534332
         8102.52       0.3538906
        8103.308       0.3543484
          8104.1       0.3548083
        8104.887       0.3552652
        8105.679       0.3557249
        8106.471       0.3561843
        8107.259       0.3566407
        8108.051       0.3571002
        8108.843       0.3575595
        8109.631       0.3580157
        8110.419       0.3582379
        8111.212       0.3582536
        8112.004       0.3582681
        8112.797       0.3582833
        8113.581       0.3582986
        8114.374       0.3583137
        8115.167       0.3583285
        8115.956       0.3583442
        8116.749       0.3583583
        8117.538        0.358373
        8118.331       0.3583881
        8119.124       0.3584026
        8119.913       0.3584172
        8120.702       0.3586951
        8121.496       0.3590077
         8122.29       0.3593203
        8123.083       0.3596322
        8123.868       0.3599405
        8124.662       0.3602515
        8125.456       0.3605627
        8126.246        0.360872
         8127.04       0.3611821
        8127.834       0.3614931
        8128.624       0.3618013
        8129.418       0.3621108
        8130.208       0.3621072
        8131.002       0.3612313
        8131.792       0.3603608
        8132.587       0.3594849
        8133.382       0.3586099
        8134.177       0.3577346
        8134.963       0.3568703
        8135.758       0.3559954
        8136.548       0.3551272
        8137.343       0.3542543
        8138.139       0.3533807
         8138.93       0.3525138
        8139.725        0.351642
         8140.52       0.3509881
        8141.312       0.3504524
        8142.103        0.349917
        8142.898       0.3493782
        8143.694       0.3488405
        8144.485       0.3483058
        8145.277       0.3477712
        8146.073       0.3472346
        8146.864       0.3467009
         8147.66       0.3461646
        8148.457       0.3456284
        8149.249       0.3450951
        8150.045       0.3446239
        8150.841       0.3452545
        8151.633       0.3458798
        8152.425       0.3465055
        8153.222       0.3471351
        8154.019       0.3477632
        8154.815       0.3483921
        8155.604       0.3490135
          8156.4       0.3496413
        8157.198       0.3502689
         8157.99       0.3508928
        8158.788       0.3515203
        8159.581       0.3521443
        8160.378       0.3522623
        8161.175       0.3518156
        8161.968       0.3513719
        8162.766       0.3509261
        8163.559       0.3504828
        8164.357       0.3500377
        8165.155        0.349593
        8165.944       0.3491527
        8166.742       0.3487087
         8167.54       0.3482645
        8168.333       0.3478231
        8169.132       0.3473801
         8169.93        0.346936
        8170.724       0.3465122
        8171.522       0.3460867
        8172.316       0.3456639
        8173.115       0.3452391
        8173.909       0.3448166
        8174.708       0.3443912
        8175.507       0.3439664
        8176.306       0.3435415
        8177.096       0.3431209
        8177.895       0.3426964
        8178.689       0.3422736
        8179.489       0.3418486
        8180.288       0.3416606
        8181.083       0.3418916
        8181.882       0.3421226
        8182.682        0.342355
        8183.477       0.3425853
        8184.277       0.3428167
        8185.072       0.3430473
        8185.872       0.3432782
        8186.667       0.3435084
        8187.463       0.3437383
        8188.263       0.3439694
        8189.063       0.3442002
        8189.859       0.3444297
         8190.66       0.3441341
        8191.456       0.3437286
        8192.256       0.3433211
        8193.057       0.3429138
        8193.853       0.3425095
        8194.648       0.3421043
        8195.449       0.3416976
        8196.251       0.3412907
        8197.052       0.3408842
        8197.844       0.3404835
        8198.645       0.3400776
        8199.446       0.3396717
        8200.242       0.3395234
        8201.044       0.3399593
        8201.846       0.3403953
        8202.643       0.3408282
        8203.444       0.3412632
        8204.241       0.3416952
        8205.043       0.3421301
         8205.84       0.3425612
        8206.643       0.3429958
        8207.444       0.3434295
        8208.241       0.3438601
        8209.039        0.344291
        8209.842       0.3447234
         8210.64       0.3444371
        8211.441       0.3439712
        8212.244       0.3435045
        8213.042       0.3430402
        8213.845       0.3425743
        8214.643        0.342111
        8215.445        0.341645
        8216.244       0.3411814
        8217.047       0.3407159
         8217.85       0.3402502
        8218.653        0.339784
        8219.447       0.3393239
         8220.25       0.3388794
        8221.049       0.3384826
        8221.853       0.3380845
        8222.656        0.337686
        8223.455         0.33729
        8224.259       0.3368924
        8225.063       0.3364959
        8225.861       0.3361008
        8226.665       0.3357044
        8227.465       0.3353104
        8228.269       0.3349143
        8229.068       0.3345196
        8229.868       0.3341269
        8230.673        0.334158
        8231.477        0.334273
        8232.276       0.3343879
        8233.081       0.3345032
        8233.881       0.3346166
        8234.686       0.3347315
         8235.49       0.3348467
        8236.291       0.3349606
        8237.091       0.3350736
        8237.896       0.3351889
        8238.701       0.3353032
        8239.506       0.3354172
        8240.303       0.3354593
        8241.107       0.3353849
        8241.913       0.3353096
        8242.714       0.3352356
         8243.52       0.3351609
        8244.325       0.3350858
        8245.126        0.335011
        8245.932       0.3349365
        8246.733       0.3348614
        8247.539       0.3347865
        8248.341        0.334712
        8249.146       0.3346369
        8249.952       0.3345622
        8250.754       0.3345737
        8251.556       0.3345903
        8252.362       0.3346073
        8253.164       0.3346246
        8253.971       0.3346409
        8254.777        0.334658
         8255.58       0.3346745
        8256.387       0.3346911
        8257.193       0.3347078
        8257.995        0.334724
        8258.798       0.3347397
        8259.605       0.3347554
        8260.412       0.3345555
         8261.22       0.3341491
        8262.018       0.3337469
        8262.825       0.3333407
        8263.633       0.3329348
        8264.436       0.3325314
        8265.243       0.3321255
        8266.047       0.3317217
        8266.854       0.3313166
        8267.662        0.330911
        8268.466       0.3305083
        8269.273       0.3301039
        8270.077       0.3297701
        8270.885       0.3300866
        8271.693        0.330404
        8272.493       0.3307176
        8273.301       0.3310336
        8274.109       0.3313492
        8274.914       0.3316645
        8275.723       0.3319801
        8276.531       0.3322952
        8277.335       0.3326086
        8278.145       0.3329242
        8278.948       0.3332359
        8279.753       0.3335494
        8280.563       0.3334733
        8281.371       0.3332249
        8282.181       0.3329759
        8282.985       0.3327294
         8283.79       0.3324827
          8284.6       0.3322342
        8285.405       0.3319872
        8286.215       0.3317395
        8287.024       0.3314915
         8287.83       0.3312448
         8288.64        0.330997
        8289.445       0.3307505
        8290.255       0.3304605
        8291.061       0.3300806
        8291.871       0.3296998
        8292.682        0.329319
        8293.491       0.3289388
        8294.293       0.3285628
        8295.104       0.3281829
        8295.909       0.3278045
        8296.721       0.3274252
        8297.531       0.3270459
        8298.338       0.3266682
        8299.148       0.3262892
        8299.959        0.325911
        8300.766       0.3255331
        8301.572       0.3251559
        8302.384       0.3247767
        8303.195        0.324398
        8304.007       0.3240197
        8304.809       0.3236445
         8305.62       0.3232662
        8306.432       0.3228881
        8307.239       0.3225117
        8308.051       0.3221341
        8308.858       0.3217588
         8309.67       0.3213809
        8310.482       0.3212804
         8311.29       0.3213687
        8312.103       0.3214565
         8312.91       0.3215456
        8313.723       0.3216334
        8314.535       0.3217211
        8315.338       0.3218081
         8316.15       0.3218965
        8316.964       0.3219844
        8317.771       0.3220702
        8318.584       0.3221573
        8319.397       0.3222446
        8320.206       0.3222954
        8321.019       0.3222407
        8321.827       0.3221858
        8322.641       0.3221307
        8323.449       0.3220751
        8324.263       0.3220195
        8325.076       0.3219653
        8325.886       0.3219097
        8326.694       0.3218549
        8327.508       0.3217995
        8328.317       0.3217442
        8329.131       0.3216888
        8329.945       0.3216326
        8330.755       0.3213878
        8331.568        0.321128
        8332.383       0.3208677
        8333.192       0.3206091
        8334.002       0.3203502
        8334.816       0.3200911
        8335.631       0.3198312
        8336.445       0.3195714
        8337.251       0.3193147
        8338.066        0.319055
        8338.881       0.3187957
        8339.691       0.3185374
        8340.506       0.3184186
        8341.316       0.3183861
        8342.132       0.3183534
        8342.947       0.3183204
        8343.758       0.3182874
        8344.573       0.3182542
        8345.384       0.3182207
        8346.199       0.3181868
        8347.015       0.3181538
        8347.821       0.3181204
        8348.638        0.318087
        8349.453       0.3180534
        8350.265       0.3179945
        8351.081        0.317883
        8351.896       0.3177705
        8352.708       0.3176588
        8353.524       0.3175463
        8354.336       0.3174341
        8355.152       0.3173212
        8355.965       0.3172098
        8356.781       0.3170972
        8357.598        0.316985
        8358.415       0.3168729
        8359.223       0.3167616
        8360.039       0.3166461
        8360.852       0.3164799
        8361.669       0.3163123
        8362.485       0.3161454
        8363.298       0.3159793
        8364.115       0.3158117
        8364.933       0.3156441
        8365.746       0.3154778
        8366.563       0.3153103
        8367.376        0.315144
        8368.194       0.3149766
        8369.007       0.3148102
         8369.82       0.3146435
        8370.639       0.3145797
        8371.452       0.3145443
         8372.27       0.3145084
        8373.088       0.3144729
        8373.901       0.3144374
         8374.72       0.3144013
        8375.538       0.3143653
        8376.353       0.3143293
        8377.166        0.314293
        8377.985       0.3142568
        8378.804       0.3142197
        8379.622       0.3141834
        8380.432        0.313942
        8381.251       0.3135157
         8382.07       0.3130899
        8382.885       0.3126668
        8383.704       0.3122421
        8384.519       0.3118193
        8385.338       0.3113937
        8386.157       0.3109685
        8386.973       0.3105454
        8387.792       0.3101211
        8388.606       0.3096989
        8389.427       0.3092738
        8390.246       0.3091105
        8391.058       0.3095513
        8391.877       0.3099958
        8392.697       0.3104405
        8393.513       0.3108825
        8394.333        0.311327
        8395.153       0.3117711
        8395.969       0.3122121
         8396.79       0.3126564
        8397.605       0.3130978
        8398.426       0.3135412
        8399.242       0.3139822
        8400.063        0.314348
        8400.884       0.3137867
        8401.705        0.313224
        8402.517       0.3126687
        8403.338       0.3121071
        8404.154       0.3115489
        8404.976       0.3109886
        8405.797        0.310429
        8406.614       0.3098725
        8407.436       0.3093142
        8408.257       0.3087563
        8409.074       0.3082008
        8409.896       0.3076435
        8410.713       0.3076305
        8411.535       0.3076968
        8412.353       0.3077624
         8413.17       0.3078282
        8413.992       0.3078941
        8414.814       0.3079598
        8415.632        0.308025
        8416.454       0.3080902
        8417.272       0.3081547
        8418.095       0.3082196
        8418.917       0.3082838
        8419.735       0.3083477
        8420.554       0.3083873
        8421.377       0.3084151
        8422.199       0.3084421
        8423.022       0.3084687
        8423.837       0.3084962
         8424.66       0.3085232
        8425.483         0.30855
        8426.302       0.3085767
        8427.125       0.3086034
        8427.948       0.3086296
        8428.768        0.308655
        8429.592       0.3086814
         8430.41       0.3085947
        8431.234       0.3083936
        8432.054       0.3081926
        8432.878       0.3079909
        8433.702       0.3077898
        8434.521       0.3075896
        8435.341       0.3073895
        8436.165       0.3071885
        8436.985       0.3069881
         8437.81       0.3067867
        8438.634       0.3065862
        8439.454       0.3063861
        8440.278       0.3062374
        8441.099       0.3061923
        8441.924       0.3061474
        8442.744       0.3061026
        8443.569       0.3060572
        8444.395       0.3060113
         8445.22       0.3059652
        8446.035       0.3059201
        8446.861       0.3058745
        8447.682       0.3058285
        8448.508       0.3057825
        8449.333        0.305737
        8450.154        0.305561
        8450.979       0.3048159
        8451.806       0.3040708
        8452.627       0.3033307
        8453.453       0.3025871
        8454.274       0.3018484
        8455.101       0.3011056
        8455.927        0.300364
        8456.744       0.2996306
         8457.57       0.2988894
        8458.396       0.2981486
        8459.219       0.2974121
        8460.045       0.2967286
        8460.867       0.2970144
        8461.694       0.2973008
        8462.521       0.2975865
        8463.344       0.2978706
        8464.166        0.298155
        8464.993       0.2984398
         8465.82       0.2987241
        8466.647        0.299008
        8467.466       0.2992885
        8468.293       0.2995716
        8469.121       0.2998545
        8469.943        0.300135
        8470.771          0.3001
          8471.6       0.3000423
        8472.423       0.2999839
         8473.25       0.2999247
        8474.074       0.2998669
        8474.902       0.2998091
        8475.726         0.29975
        8476.554       0.2996911
        8477.382       0.2996325
        8478.211       0.2995732
        8479.029       0.2995139
        8479.858       0.2994552
        8480.683       0.2993234
        8481.511       0.2991762
         8482.34       0.2990286
        8483.164        0.298881
        8483.993       0.2987324
        8484.822       0.2985846
        8485.646       0.2984373
        8486.472       0.2982893
        8487.301       0.2981406
         8488.13       0.2979921
         8488.96       0.2978434
         8489.78       0.2976963
        8490.609       0.2972979
        8491.439       0.2968092
        8492.265       0.2963237
        8493.094       0.2958362
         8493.92       0.2953515
         8494.75        0.294865
         8495.58       0.2943781
        8496.405       0.2938948
        8497.235       0.2934094
        8498.062        0.292926
        8498.892       0.2924409
        8499.723       0.2919556
        8500.544       0.2918552
        8501.374       0.2919481
        8502.205       0.2920402
        8503.031        0.292132
        8503.862       0.2922244
        8504.693       0.2923164
         8505.52       0.2924074
        8506.351       0.2924984
        8507.178       0.2925884
        8508.009       0.2926793
        8508.836       0.2927696
        8509.667       0.2928601
        8510.499       0.2927545
        8511.325       0.2925202
        8512.152       0.2922859
        8512.984       0.2920504
        8513.812       0.2918162
        8514.644       0.2915804
        8515.476        0.291345
        8516.304       0.2911109
        8517.136       0.2908753
        8517.968       0.2906405
        8518.796        0.290406
        8519.623       0.2901717
        8520.456       0.2904135
        8521.289       0.2910495
        8522.121       0.2916839
        8522.944       0.2923106
        8523.777        0.292945
        8524.606       0.2935752
        8525.439       0.2942075
        8526.272       0.2948393
        8527.101       0.2954664
        8527.934       0.2960965
        8528.768        0.296727
        8529.596       0.2973525
         8530.43       0.2971128
        8531.259       0.2960627
        8532.093       0.2950084
        8532.926       0.2939548
        8533.751       0.2929131
        8534.585       0.2918613
        8535.419       0.2908107
        8536.248       0.2897676
        8537.082       0.2887192
        8537.912       0.2876777
        8538.746       0.2866322
         8539.58       0.2855871
         8540.41       0.2852026
        8541.245       0.2854899
        8542.075       0.2857742
         8542.91       0.2860611
        8543.744       0.2863465
         8544.57       0.2866287
        8545.405       0.2869138
         8546.24       0.2871988
         8547.07       0.2874812
        8547.906       0.2877654
        8548.741       0.2880494
        8549.572       0.2883317
        8550.407       0.2886273
        8551.238        0.288934
        8552.074       0.2892413
         8552.91       0.2895491
        8553.741       0.2898547
        8554.577       0.2901622
        8555.408       0.2904669
        8556.239       0.2907704
        8557.075       0.2910759
        8557.907       0.2913791
        8558.743       0.2916837
         8559.58       0.2919882
        8560.411       0.2921981
        8561.248       0.2923149
        8562.085       0.2924319
        8562.917       0.2925472
        8563.749       0.2926621
        8564.586       0.2927783
        8565.423       0.2928939
         8566.26       0.2930092
        8567.087       0.2931235
        8567.925        0.293238
        8568.762       0.2933528
        8569.595       0.2934667
        8570.432       0.2929324
        8571.265       0.2917955
        8572.103        0.290653
         8572.94       0.2895119
        8573.773       0.2883781
        8574.611       0.2872379
        8575.444       0.2861058
        8576.282       0.2849687
         8577.12       0.2838323
        8577.949       0.2827094
        8578.787       0.2815746
        8579.626       0.2804402
        8580.459       0.2802825
        8581.298       0.2809176
        8582.137       0.2815521
        8582.971       0.2821825
         8583.81       0.2828144
        8584.644       0.2834428
        8585.482       0.2840738
        8586.316          0.2847
        8587.155       0.2853292
        8587.995        0.285958
        8588.834       0.2865855
        8589.664       0.2872057
        8590.503       0.2870448
        8591.338       0.2863614
        8592.178       0.2856741
        8593.018       0.2849877
        8593.853       0.2843059
        8594.692        0.283621
        8595.532       0.2829355
        8596.367       0.2822547
        8597.207       0.2815714
        8598.043       0.2808915
        8598.883        0.280209
        8599.719       0.2795302
        8600.555       0.2792443
        8601.395       0.2791569
         8602.23       0.2790697
        8603.071       0.2789817
        8603.912       0.2788945
        8604.748       0.2788073
        8605.589       0.2787198
         8606.43       0.2786322
        8607.267       0.2785443
        8608.103        0.278456
        8608.943       0.2783679
        8609.785       0.2782797
        8610.627        0.278123
        8611.459       0.2779447
          8612.3       0.2777643
        8613.142       0.2775838
        8613.979       0.2774047
         8614.82       0.2772247
        8615.657       0.2770453
          8616.5       0.2768646
        8617.342        0.276684
        8618.179       0.2765044
        8619.021       0.2763242
        8619.858       0.2761453
        8620.701       0.2762333
        8621.544       0.2763758
        8622.377       0.2765161
        8623.219       0.2766572
        8624.062       0.2767984
        8624.899       0.2769375
        8625.743        0.277078
        8626.586       0.2772185
        8627.424       0.2773576
        8628.267        0.277497
        8629.105       0.2776352
        8629.948       0.2777729
        8630.787       0.2776554
        8631.631         0.27752
        8632.475       0.2773845
        8633.317       0.2772492
        8634.152        0.277115
        8634.996       0.2769795
        8635.835       0.2768447
        8636.679       0.2767091
        8637.522       0.2765737
        8638.362       0.2764387
        8639.206       0.2763028
        8640.051       0.2761449
        8640.891        0.275638
        8641.734       0.2751296
        8642.574       0.2746235
        8643.419       0.2741149
        8644.264       0.2736065
        8645.099       0.2731038
        8645.943       0.2725964
        8646.788       0.2720889
        8647.629       0.2715847
        8648.474        0.271078
        8649.314       0.2705736
        8650.159       0.2701863
        8651.005       0.2703097
        8651.846       0.2704316
        8652.687        0.270554
        8653.532       0.2706764
        8654.378       0.2707982
        8655.224       0.2709198
         8656.06       0.2710401
        8656.905       0.2711619
        8657.751       0.2712831
        8658.593       0.2714027
        8659.438       0.2715233
        8660.285       0.2715584
        8661.127       0.2714243
        8661.973       0.2712891
        8662.814        0.271155
        8663.661       0.2710201
        8664.503       0.2708859
         8665.35        0.270751
        8666.196       0.2706162
        8667.044       0.2704815
        8667.881       0.2703481
        8668.729       0.2702129
         8669.57        0.270079
        8670.418       0.2697715
        8671.265       0.2692868
        8672.107       0.2688042
        8672.955       0.2683196
        8673.803       0.2678358
        8674.646       0.2673552
        8675.488       0.2668744
        8676.336       0.2663912
        8677.184        0.265909
        8678.032       0.2654266
         8678.87       0.2649511
        8679.719       0.2644691
